CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Excel Industries,0,0,0,0,0,0,0,0,0,158.41,152.74,65.24,71.9,70.31,80.77,65.45,64.2,44.85,57.93,28.83,63.49,80.82,74.88,65.4,75.21,338.36,280.18,478.19,1089.56,1442.68,561.97,1057.13
FGP,0,0,0,0,0,0,0,0,0,17.14,5.95,1.43,1.43,1.49,1.94,3.92,7.19,5.45,6.57,1.96,5.03,4.14,3.37,3.06,2.32,2.34,3.07,1.88,1.19,3.53,1.94,2.02
Finolex Cables,0,0,0,0,0,0,0,0,0,681.84,892.84,527.46,479.73,241.05,359.59,548.48,1071.26,1322.16,1090.46,295.94,793.76,720.34,476.41,695.87,1676.22,4338.89,4287.65,7900.85,10236.23,7300.56,3110.02,5824.69
First Leasing Co,0,0,0,0,0,0,0,0,0,37.6,45.12,39.88,36.01,39.43,49.34,82.27,111.22,91.5,95.95,68.26,120.1,159.99,130.02,103.81,23.66,7.77,0,0,0,0,0,0
Nestle India,0,0,0,0,0,0,0,0,0,5553.55,3609.8,4879.6,4940.34,5155.83,6098.29,6152.29,11140.35,9010.05,14443.56,15006.14,25802.29,35370.59,44378.71,44249.51,48286.44,66930.83,55621.75,64417.27,79081.62,106001.85,157180.75,165548.19
Foods & Inns,0,0,0,0,0,0,0,0,0,9.4,6.03,4.3,2.95,3.44,3.26,7.06,10.43,23.72,38.92,14.24,33.26,39.18,33.22,23.36,19.96,105.93,68.92,183.08,273.18,303.29,173.42,273.84
GKW,0,0,0,0,0,0,0,0,0,20.76,19.28,6.23,3.71,5.04,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graviss Hospital,1.66,0,0,0,0,0,0,7.13,4.78,0,2.45,0,17.9,0,0,29.13,66.69,208.77,458.16,472.42,243.78,218.71,171.16,209.63,133.99,113.89,130.46,179.47,105.78,145.97,116.36,104.72
Delta Manufact.,0,0,0,0,0,0,0,0,0,7.29,10.33,3.55,3.28,3.01,4.08,9.74,8.63,5.25,7.58,6.42,6.2,17.64,14.19,16.69,13.41,20.84,18.86,23.49,35.78,50.96,30.27,33.37
Gabriel India,13.73,0,0,55.75,0,0,0,0,83.42,44.92,34.22,19.61,24.95,48.48,106.19,130.03,243.04,213.6,123.86,53.78,259.92,297.61,310.89,275.8,424.47,1233.9,1286.33,1743.12,1965.77,2085.71,768.5,1482.41
Gajra Bevel,0,0,0,0,0,0,0,0,0,0.94,2.41,1.35,0,1.03,2.21,12.37,16.17,7.63,6.91,2.77,4.6,3.27,4.03,1.97,1.03,2.27,2.82,2.62,0,0.57,0.34,1.38
Gammon India,0,0,0,0,0,0,0,0,0,93.44,69.12,69.76,85.76,117.89,563.2,1712.06,4735.42,2632.68,3397.87,507.21,3027.54,1609.43,592.88,314.63,204.07,239.56,455.35,357.38,155.22,0,0,0
Garware Nylons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Polyest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Tech.,0,0,0,0,0,0,0,0,0,37.92,34.13,25.95,28.34,39.42,50.9,78.44,95.51,165.06,227.96,79.55,141.43,139.65,115.35,101,136.07,399.79,736.99,1557.13,2012.27,2476.83,2333.94,5296.91
Genelec,0,0,0,0,0,0,0,0,0,0,0.65,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaxosmi. Pharma,0,0,0,0,0,0,0,0,0,5481.83,2690.1,2555,2529.34,2174.44,4520.56,6285.58,12286.58,9460.99,8854.11,9215.78,15058.39,17739.99,19403.08,18542.95,21799.24,28820.45,32191.51,23167.14,17663.34,22020.24,21095.29,24401.25
Goa Carbon,0,0,0,0,0,0,0,0,0,13.39,9.29,7.13,6.1,13.11,20.79,30.75,82.35,49.59,44.62,47.12,98.27,67.71,69.86,60.89,63.27,65.19,68.17,106.55,880.46,418.25,112.45,251.4
Federal-Mogul Go,0,0,0,0,0,0,0,0,0,65.75,68.92,45.52,51.59,45.52,197.14,426.77,576.36,639.96,216.11,184.69,763.8,1128.45,1508.96,1141.25,1016.64,2387.64,1802.41,3057.42,2338.41,3115.28,1752.34,1564.04
Forbes & Co,0,0,0,0,0,0,0,0,0,59.76,70.9,49.92,73.21,78.31,168.82,322.64,705.92,514.71,611.46,467.11,502.52,489.1,572.76,812.7,645,2226.54,1565.74,2277.37,3992.29,2834.45,992.14,2224.67
Goodyear India,0,0,0,0,0,0,0,0,0,219.97,161.49,76.13,66.9,55.37,74.52,177.99,182.37,358.28,290.45,240.85,657.15,606.97,834.21,590.59,969.98,1193.3,1108.97,1949.76,2565.04,2179.54,1394.7,2056.58
Kansai Nerolac,0,0,0,0,0,0,0,0,0,238.68,217.11,137.78,183.68,226.59,678.25,1326.01,2297.56,1711.98,1972.07,1203.86,3516.71,4796.12,4888.81,6670.21,6300.78,11651.44,15170.59,20368.47,27172.33,24642.1,20810.38,32370.21
Goodricke Group,0,0,0,0,0,0,0,0,0,282.96,127.87,84.13,64.26,47.2,67.61,146.56,222.37,149.15,138.78,133.81,300.35,298.62,277.56,283.72,309.85,320.76,365.04,588.17,646.7,470.88,225.83,451.12
Saregama India,0,0,0,0,0,0,0,0,0,46.49,1077.54,188.15,187.97,38.95,46.93,138.32,430.64,282.69,167.38,74.82,117.3,96.06,174.55,101.46,111.38,215.8,470.05,403.49,1145.26,1031.14,341.99,2778.2
GE Shipping Co,0,0,0,0,0,0,0,0,0,624.09,442.62,692.4,608.72,726.11,2416.24,2928.38,4973.58,3088.8,5716.98,2861.53,4477.33,4002.18,3712.83,3500.31,5139.24,5513.92,4677.1,6291.93,4995.24,4266.24,3044.41,4590.5
Greaves Cotton,0,0,0,0,0,0,0,0,0,86.21,84.82,31.25,22.32,49.33,209.36,575.29,1543.33,1553.11,1047.16,280.84,1432.03,2327.29,2113.61,1554.38,1974.41,3564.2,3015.95,4265.07,2781.52,3410.35,1610.36,2954.82
Grindwell Norton,0,0,0,0,0,0,0,0,0,139.71,117.64,78.89,99.65,121.79,272.23,386.62,815.8,620.86,840.09,418.24,912.89,1211.55,1537.62,1294.32,1558.38,3818.73,3737.63,3916.17,5592.47,6570.68,5086.48,10544.97
Golden Tobacco,0,0,0,0,0,0,0,0,0,16.96,13.2,9.52,7.36,7.52,21.68,88.16,357.59,273.33,396.97,71.41,194.24,142.2,61.64,39.53,36.63,64.8,65.6,131.11,98.62,77.04,32.84,70.7
Him Teknoforg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,3.01,4.41,8.57,0,9.18,12.25,28.72,33.77,35.53,34.44,31.53,40.22,214.66,110.28,18.88,59.78
G N F C,0,0,0,0,0,0,0,0,0,235.1,544.91,315.66,388.17,407.21,749.98,1022.43,1685.98,1360.8,2098.17,937.18,1737.6,1489.7,1267.45,1167.98,1207.61,1053.75,1269,4467.55,5656.51,4769.84,1782.67,4672.7
Setco Automotive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.67,171.55,121.72,158.85,216.71,346.1,293.9,234.12,643.13,388.77,460.91,688.69,440.47,75.58,187.94
Guj. Themis Bio.,0,0,0,0,0,0,0,0,0,31.32,13.05,6.32,2.9,3.54,9.8,28.13,14.79,11.6,7.64,6.54,15.3,8.67,7.49,11.61,14.18,55.06,73.81,75.33,60.58,57.1,141.22,295.88
Gujarat Alkalies,0,0,0,0,0,0,0,0,0,68.44,72.29,75.05,52.79,81.47,281.28,977.49,1124.37,855.94,1096.46,433.3,921.67,928.28,892.66,1581.9,1340.65,1170.27,1211.76,2988.27,5137.13,3625.73,1640.65,2530.74
Ambuja Cements,0,0,0,0,0,0,0,0,0,2207.1,3133.87,2267.27,2947.01,2479.8,4912.32,7223.18,13991.41,16225.87,18428.65,10856.14,18231.07,22500.86,26287.73,26753.79,31102.82,39563.45,36027.3,47139.22,46325.1,46672.59,30916.5,61306.8
Guj. Carbon Inds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,4.95,7.68,3.02,4.42,3.29,2.95,1.36,1.26,0.87,1.46,1.05,0,0,0,0
Guj. Petrosynth.,0,0,0,0,0,0,0,0,0,3.63,2.85,5.05,4.2,0,7.35,14.93,16.07,10.84,0,0,0,0,0,0,19.26,8.63,8.77,11.52,13.01,13.19,3.34,19.46
G S F C,0,0,0,0,0,0,0,0,0,303.68,302.88,152.04,195.14,123.71,478.86,895.87,1340.01,1393.88,1369.17,702.91,1768.84,2735.95,3360.36,2329.1,2243.43,3317.33,2574.16,5210.09,4554.6,4154.13,1458.43,3239.62
Grasim Inds,0,0,0,0,0,0,0,0,0,1141.05,2777.6,2283.5,2647.89,3031.53,9803.65,11125.07,18865.23,19170.49,23602.28,14454.53,25796.46,22569.66,24113.77,25806.7,26506.31,33270.24,35857.51,48989.89,69293.52,56435.09,31271.76,95554.7
Malanpur Steel,0,0,0,0,0,0,0,0,0,72.74,62.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H D F C,0,0,0,0,0,0,0,0,0,2715.71,4542.86,6489.71,8332.27,8107.08,15884.79,18101.79,33342.46,38464.86,67708.03,40141.59,77888.63,102521.64,99487.35,127689.85,137919.88,206482.23,174659.91,238682.11,305747.53,338658.38,282402.28,450797.19
GlaxoSmith C H L,0,0,0,0,0,0,0,0,0,3076.76,1815.2,1676.34,1713.32,971.81,1123.38,1570.37,2774.7,2202.26,2566.92,2954.5,6297.22,9412.61,11555.99,17609.47,18122.6,26496.33,25383.84,21702.12,25635.99,30336.2,42030.98,0
Harri. Malayalam,0,0,0,0,0,0,0,0,0,63.72,38.08,20.96,14.1,17.35,42.46,128.57,290.93,124.42,116.94,75.96,248.1,141.31,129.4,86.3,88.7,81.69,92.21,154.51,135.77,130.42,98.11,256.78
Hero Motocorp,0,0,0,0,0,0,0,0,0,3495.75,3874.18,2802.61,6663.57,3762.11,9793.67,10945.87,17738.24,13681.59,13782.43,21369.56,38790.3,31681.42,41032.79,30789.82,45385.97,52769.42,58776.78,64379.27,70807.7,51035.21,31842.45,58238.93
Hilton Rubber,0,0,0,0,0,0,0,0,0,0.75,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A B B,0,0,0,0,0,0,0,0,0,1942.6,890.53,984.14,1125.45,1220.17,3373.16,4887.88,12403.63,15049.73,24878.04,9056.96,17592.63,16894.39,17833.15,10366.56,18011.15,26636.88,27050.1,27116.86,27264.13,27968.73,19763.63,30035.89
Novartis India,0,0,0,0,0,0,0,0,0,2969.35,2819.61,859.47,787.49,694.17,1209.53,1586.33,1881.33,1002.43,978.46,1157.27,1831.95,2076.76,2460.12,1913.76,1420.46,1797.75,2072.61,1903.02,1511.82,1693.29,1240.1,1362.93
Hind.Construct.,0,0,0,0,0,0,0,0,0,50.1,58.62,58.32,82.16,114.43,214.13,1097.77,4436.1,2291.71,3381.84,1004.3,4062.88,2204.63,1558.96,834.08,1028.79,2108.62,1527.15,3992.28,2264.48,2271.06,603.7,1221.01
Hind.Dorr-Oliver,0,0,0,0,0,0,0,0,0,11.4,8.55,5.27,8.31,6.94,9.88,46.53,492.8,216.9,345.78,137.88,749.16,563.4,253.08,100.8,56.81,112.68,75.96,68.18,32.04,0,0,0
Hindustan Motors,0,0,0,0,0,0,0,0,0,71.17,138.02,81.44,126.59,122.56,186.9,531.35,643.07,546.37,518.97,212.26,337.65,246.61,169.35,160.57,133.78,131.04,107.04,186.54,147.1,153.16,63.43,133.96
Bajaj Hindusthan,0,0,0,0,0,0,0,0,0,59.54,87.3,56.74,44.09,58.49,345.27,1399.86,7057.42,2756.59,2666.1,679.43,2596.34,1626.21,1985.34,1214.86,1046.7,1166.75,2238.1,1512.17,1000.93,897.78,307.19,701.67
HSIL,0,0,0,0,0,0,0,0,0,44.14,90.18,43.37,23.56,21.04,118.37,220.75,701.72,484,236.77,155.93,425.98,876.48,945.84,602.05,868.23,3235.26,2011.65,2533.63,2683.64,1807.05,283.4,993.1
HEG,0,0,0,0,0,0,0,0,0,87.07,121.13,118.91,103.8,106.22,362.99,579.25,685.27,669.35,1179.36,404.55,1434.89,909.06,858.94,683.12,804,870.33,556.24,890.51,12713.27,8082.48,1871.11,5650.96
Hindalco Inds.,0,0,0,0,0,0,0,0,0,3470.3,5474.29,5744.99,5733.79,4943.06,11256.2,12002.48,21151.43,15105.68,20216.47,8826.63,34773.75,39946.04,24783.2,17518.59,29255.21,26669.22,18151.22,43765.89,48087.11,46111.96,21485.12,73432.88
Hind.Composites,0,0,0,0,0,0,0,0,0,16.5,0,13.75,8.52,6.22,10.45,36.27,108.05,144.35,136.95,48.95,219.97,255.59,219.65,150.06,201.77,530.99,419.8,881.71,581.01,315.02,159.8,391.23
HGI Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hind. Unilever,0,0,0,0,0,0,0,0,0,49710.65,53694.64,48138.13,49604.04,32566.75,33953.51,29000.81,59944.12,45294.57,49810.86,51925.22,52074.79,61459.37,88595.79,100794.13,130551.16,188848.84,188154.31,196901.7,289159.41,369688.22,497513.66,571132.94
Sanofi India,0,0,0,0,0,0,0,0,0,1503.86,1070.9,1047.87,932.14,543.16,1662.77,2830.85,4531.84,2832.92,1772.39,2263.85,4148.85,4611.07,5087.9,5946,6913.26,7726.56,9211.77,10859.34,11890.5,13438.35,14375.67,18141.19
HLV,0,0,0,0,0,0,0,0,0,98.19,76.1,136.74,89.65,84.52,300.34,1083.3,2560.66,2068.13,1516.87,702.71,1853.11,1508.54,1285.56,841.49,715.79,872.56,842.23,760.57,1081.4,696.13,201.78,361.94
Hil Ltd,0,0,0,0,0,0,0,0,0,21.51,16.67,9.25,6.63,5.2,16.7,126.3,296.87,108.58,106.9,85.79,427.2,262.63,245.84,278.52,225.33,456.92,375.98,584.57,1207.03,1381.34,474.76,2282.45
Zensar Tech.,0,0,0,0,0,0,0,0,0,794.83,1294.05,104.9,318.72,154.06,182.01,471.15,495.17,575.08,265.96,186.77,587.19,683.49,781.38,1065.53,1638.22,2844.45,4150.28,4150.59,4051.58,5216.41,1949.86,6187.64
Futura Polyester,0,0,0,0,0,0,0,0,0,42.69,24.61,17.74,17.07,17.24,51.26,133.23,88.33,92.52,108.25,24.22,46.39,35.99,16.52,21.12,0,0,0,0,0,0,0,0
GOCL Corpn.,0,0,0,0,0,0,0,0,0,26.88,16.4,26,49.6,54.09,126.56,306.87,1427.57,1296.7,737.92,201.12,617.11,796.17,743.63,637.53,1079.74,734.66,671.21,1842.36,2459.29,1504.77,634.53,1094.31
Akzo Nobel,0,0,0,0,0,0,0,0,0,889.33,551.74,250.94,289.36,441.19,747.72,931.63,1584.53,1892.89,2469.37,1682.77,2218.27,3042.89,2996.67,4781.02,4187.04,6556.2,6325,8888.26,8389.47,8143.75,10022.51,10511.39
Indag Rubber,0,0,0,0,0,0,0,0,0,5.12,7.93,0,3.41,1.31,2.22,13.07,10.55,14.96,31.76,10.47,50.82,48.43,95.5,105.53,151.73,387.84,433.13,533.79,426.17,280.35,138.21,235.99
India Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Cements,0,0,0,0,0,0,0,0,0,488.98,1165.24,516.34,422.14,180.72,507.96,930.1,3146.92,3569.99,5265.33,2992.35,4048.58,2936.61,3418.9,2572.62,1870.72,2655.56,2647.88,4993.19,4364.98,3353.09,3283.36,5190.78
Incab Inds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian CardCloth,14.63,42.25,0,32.5,70.53,50.05,38.67,22.07,15.24,14.67,14.56,13.99,15.02,16.83,33.67,72.8,119.92,72.44,68.68,21.7,68.98,50.94,55.1,43.63,40.43,47.18,99.87,91.68,66.93,54.4,38.97,80.21
IFB Industries,0,0,0,0,0,0,0,0,0,13.98,6.29,2.22,1.53,3.46,4.52,16.65,35.25,30.94,65.4,74.37,311.97,494.14,280.96,328.62,320.72,2364.34,1285.9,2608.68,4659.8,3960.02,1075,4488.6
Indian Hotels Co,134.5,147.8,753.78,588.82,2095.8,2275.44,3203.52,2892.19,2682.38,1439.33,1096.42,1149.21,790.05,821.41,1890.3,2922.44,7689.55,8529.16,8091.23,2850.2,7419.49,6394.99,4849.41,4320.13,5838.23,9435.64,9823.49,12563.78,15145.21,18356.2,8907.55,13188.88
Indian Hume Pipe,0,0,0,0,0,0,0,0,0,13.58,12.11,8.73,13.78,24.83,82.93,104.16,127.88,174.92,265.81,125.99,352.94,308.85,248.41,233.15,296.86,638.05,765.71,1918.02,1517.12,1422.89,573.37,837.89
Linde India,0,0,0,0,0,0,0,0,0,268.96,166.87,88.1,112.15,107.49,183.07,446.87,838.04,635.59,1349.98,1220.78,1737.58,2562.66,4059.33,2383.15,2646.24,3642.74,2285.08,3402.25,3762.13,4161.24,4153.99,15355.09
Singer India,0,0,0,0,0,0,0,0,0,25.84,14.76,10.18,6.54,10.88,11.68,17.71,12.64,9.66,13.23,20.89,28.14,36.46,32.22,75.56,83.07,170.23,189.67,214.75,268.31,268.58,92.66,201.43
Gillette India,0,0,0,0,0,0,0,0,0,2159.26,2414.41,1215.93,1156.13,868.85,1708.2,2210.91,2940.76,2656.09,2811.87,2154.52,4609.04,5759.79,8211.05,6549.12,6427.89,15671.06,14387.34,13797.79,21311.74,21394.2,17821.19,19210.18
IAG Glass Compan,0,0,0,0,0,0,0,0,0,6.09,2.58,2.83,5.8,1.74,2.45,5.86,8.26,0,0,0,10.43,6.31,2.67,0,0,0,0,0,0,0,0,0
Indo Gulf Inds.,0,0,0,0,0,0,0,0,0,10.66,11.11,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panasonic Carbon,0,0,0,0,0,0,0,0,0,32.4,29.04,14.4,23.04,30.29,38.81,53.14,61.82,48.62,50.62,41.78,70.49,74.88,58.66,68.81,66.62,108.14,211.1,234.05,268.2,171.29,131.47,196.87
Castrol India,0,0,0,0,0,0,0,0,0,5211.7,3791.45,2838.65,2299.57,2345.45,2423.96,2335.56,3089.76,2607.57,2992.09,4024.48,8553.42,10923.59,13152.82,15662.71,15363.54,23461.98,18538.63,21419.45,20286.9,16468.89,9881.33,12408.54
Ingersoll-Rand,0,0,0,0,0,0,0,0,0,1720.46,711.7,380.24,450.48,616.84,666.4,891.32,1265.72,876.8,847.92,829.13,1091.94,1403.36,1464.76,1228.15,1450.71,3186.95,2039.61,2439.89,2064.23,1969.05,1949.32,2157.04
Intl. Combustion,0,0,0,0,0,0,0,0,0,3.76,1.88,0.93,0.63,1.92,5.23,17.45,84.09,66,81.22,22.07,85.84,56.89,56.67,38.38,39.83,50.19,65.84,144.61,89,60.3,23.25,37.18
Tata Inv.Corpn.,0,0,0,0,0,0,0,0,0,130.51,115.1,105.65,169.04,174.46,424.83,698.29,1475.06,1171.3,1678.03,792.75,2377.75,2461.45,2438.73,2370.4,2515.04,3157.78,2585.29,3488.11,4076.02,4236.34,3354.72,5240.41
ION Exchange,0,0,0,0,0,0,0,0,0,48.33,33.78,15.69,21.61,20.69,30.28,64.28,115.75,151.31,182.05,86.23,176.44,175.13,146.38,136.38,138.49,377.84,450.11,570.17,729.89,583.81,883.45,1916.13
Tata Steel Long,0,0,0,0,0,0,0,0,0,20.25,22.18,27.87,24.64,50.44,136.29,288.83,214.6,146.99,382.61,190.96,578.66,528.68,465.08,459.38,781.16,1116.81,722.34,1076.77,1422.5,1172.71,856,3261.18
ITC,0,0,0,0,0,0,0,0,0,23632.98,18037.63,19986.19,17096.49,15580.75,25793.39,33355.91,73205.67,56583.49,77765.06,69750.91,100475.93,140407.83,177360.41,244244.64,280707.59,260865.08,263988.63,340673.34,312307.91,363713.59,211426.38,268948.25
IVP,0,0,0,0,0,0,0,0,0,50.62,41.32,29.96,20.66,17.1,31.35,48.19,37.6,24.43,32.59,14.47,34.92,41.78,43.49,39.25,39.67,46.02,86.26,183.51,198.44,131.19,33.37,100.51
J B Chem & Pharm,0,0,0,0,0,0,0,0,0,132.37,181.77,132.09,247.32,240.58,500.03,664.08,936.08,663.83,420.91,309.99,597.2,1122.16,517.52,622.97,1087.77,1697.01,2115.41,2943.25,2583.98,2885.31,3928.64,9688.08
JK Tyre & Indust,0,0,0,0,0,0,0,0,0,66.72,116.5,74.33,53.76,73.12,168.57,367.48,403.26,344.23,351.78,146.17,800.26,384.53,348.8,416.76,734.36,2392.88,1909.77,2980.33,3666.44,2259.17,1004.62,2680.22
Jaykay Enter.,0,0,0,0,0,0,0,0,0,0,20.84,21.21,21.95,19.35,31.78,52.69,33.49,36.99,27.09,14.63,21.32,18.9,18.53,13,10.29,11.85,14.59,31.94,21.43,21.8,10.92,164.45
JCT,0,0,0,0,0,0,0,0,0,267.9,289.43,153.09,0,109.98,139.19,443.35,457.44,276.32,266.02,57.85,112.75,104.85,52.78,28.37,94.1,167.59,284.79,298.46,165.68,141.69,66.24,89.71
Jagatjit Inds.,0,0,0,0,0,0,0,0,0,415.79,242.26,187.87,191.83,94.68,120.63,216.85,384.36,330.86,317.09,259.7,286.13,327.67,270.44,221.52,253.59,178.14,325.82,293.05,436.35,179.52,87.68,185.98
Jay Shree Tea,0,0,0,0,0,0,0,0,0,84.19,112.55,64.58,44.44,31.74,52.18,97.31,180.06,127.61,116.46,98.9,340.07,353.64,253.86,247.36,244.47,207.65,235.81,315.66,248.8,187.14,88.66,191.19
Jenson & Nich.,0,0,0,0,0,0,0,0,0,13.66,11.39,16.77,19.46,15.72,13.81,30.58,27.73,18.75,24.85,12.65,21.33,14.22,10.82,10.44,8.23,22.98,26.95,50.94,7.37,0,0,0
Jyoti,0,0,0,0,0,0,0,0,0,7.73,7.53,4.83,6.47,2.66,6.92,21.98,221.49,125.66,97.32,35.11,74.64,157.34,116.74,81.02,93.27,94.21,117.94,87.19,112.46,25.15,5.77,24.04
K C P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.69,551.78,166.57,376.64,330.04,418.99,367.43,428.02,758.06,1068.11,1339.49,1685,1131.28,559.52,1082.94
Kirl.Pneumatic,0,0,0,0,0,0,0,0,0,8.05,5.89,6.87,4.61,7.7,32.93,146.95,506.22,476.17,558.54,209.93,533.44,515.01,623.7,564.96,532.22,701.39,860.6,1510.43,963,1316.54,606.57,1651.35
Kalyani Steels,0,0,0,0,0,0,0,0,0,47.8,50.52,24.88,21.11,34.83,173.7,601.1,1187.07,1534.3,972.96,205.59,969.47,354.96,228.12,158.05,271.35,588.54,735.67,1580.27,1293.43,939.78,550.55,1391.44
Keltech Energies,0,0,0,0,0,0,0,0,0,0,1.28,0,0.67,0,1.85,6,15.2,8.38,8.4,3.15,25.51,16.21,26.33,21.02,25.11,60.38,44.5,70.59,123.4,80.33,44.35,49.74
Kaycee Inds.,0,0,0,0,0,0,0,0,0,1.48,0,0,0.33,0,1.78,2.2,14.61,11.92,21.5,8.36,20.43,25.66,18.41,15.97,17.18,18.93,16.91,23.95,46.97,20.61,16.09,17.01
Whirlpool India,0,0,0,0,0,0,0,0,0,210.3,372.36,279.11,308.29,187.77,260.72,300.68,318.44,301.95,566.47,353.97,2038.8,3365.86,2522.81,2794.31,2931.97,9329.39,8908.81,15527.62,19202.41,19311.52,22933.02,28290.11
Kesoram Inds.,45.84,122.41,625.5,120.93,215.11,351.4,184.41,220.88,172.26,73.19,146.38,105.08,112.76,118.73,268.27,550.71,969.23,1568.65,1791.86,619.09,1714.79,936.76,526.01,390.16,796.92,1284.84,1203.76,1680.46,1494.95,1037.34,262.37,1155.33
Khaitan Elect.,0,0,0,0,0,0,0,0,0,18.88,27.48,0,0,8.88,10.87,18.18,38.7,122.3,70.67,61.24,92.23,130.12,84.35,80.33,43.18,32.49,48.88,37.2,0,18.35,0,0
Indokem,0,0,0,0,0,0,0,0,0,3.06,2.6,0.92,0,1.38,4.9,9.46,10.79,9.68,8.41,7.74,9.33,8.38,14.7,3.75,4.51,12.35,9.31,46.34,45.98,28.22,23.13,61.06
Kinetic Engg.,0,0,0,0,0,0,0,0,0,34.26,30.63,26.92,29.14,29.94,28.3,28.42,86.91,54.09,45.81,22.19,88.4,122.73,80.94,56.88,53.53,59.91,126.63,127.07,122.1,69.42,21.78,70.92
Kirl. Brothers,0,0,0,0,0,0,0,0,0,45.83,34.9,28.73,34.69,54.5,209.38,640.92,4125.84,3826.56,2456.57,815.86,2763.25,1054.69,995.61,1177.95,1296.98,1529.02,937.03,2014.21,2442.22,1298.73,705.95,1904.23
Cummins India,0,0,0,0,0,0,0,0,0,1402.83,1580.04,1148.4,1045.44,1024.65,1947.33,2208.69,4699.53,5245.02,6292.44,3675.87,10169.28,13554.09,13772.68,13779.61,16521.12,24321.53,23344.4,26274.4,19435.88,20652.79,9022.86,25491.31
Kothari Indl,0,0,0,0,0,0,0,0,0,8.59,8.12,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kothari Sugars,0,0,0,0,0,0,0,0,0,8.95,6.12,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSB,0,0,0,0,0,0,0,0,0,269.7,167.04,93.53,87.17,100.05,159.56,428.3,800.05,857.99,600.47,461.19,799.01,984.41,832.31,707.69,1130.63,2575.07,2198.25,2519.9,2751.56,2394.23,1476.64,3116.71
Panasonic Energy,0,0,0,0,0,0,0,0,0,31.5,36.64,14.63,18.49,21.3,32.7,36.56,54.38,48,50.63,23.96,46.54,49.76,36.75,33.86,46.35,214.05,221.32,214.61,255.3,148.57,80.78,149.66
Trent,0,0,0,0,0,0,0,0,0,170.04,117.42,90.46,162.1,199.69,268.3,700.41,1307.36,1079.01,1025.52,644.49,1607.21,1949.13,2586.57,3305.04,3403.91,4879.55,5270.71,8827.99,11503.14,11958.42,17034.96,26714.88
Lak. Mach. Works,0,0,0,0,0,0,0,0,0,216.92,152.25,98.74,81.67,109.1,575.21,1000.51,2694.8,3721.76,1975.86,624.56,2241.88,2525.89,1789.51,2089.4,3436.39,4312.52,3758.77,4622.35,7529.61,6509.21,2457.46,7252.74
Lak. Prec. Screw,0,0,0,0,0,0,0,0,0,5.73,11,6.21,4.58,5.97,12.9,36.18,56.63,78.82,48.41,20.24,44.58,52.62,43.71,31.12,43.76,43.76,35.28,42.17,41.63,14.93,3.22,4.43
Larsen & Toubro,0,0,0,0,0,0,0,0,0,5815.37,7145.81,5502.62,4494.35,4591.69,1428.98,12927,33423.93,45862.42,88414.91,39397.11,97938.8,100658.13,80031.49,83995.95,117961.93,159791.72,113286.46,147184.69,183845.66,194144.77,113273.03,199215.09
M M Rubber,0,0,0,0,0,0,0,0,0,1.99,2.69,0.75,0,0.75,1.19,2.71,2.44,3.14,2.86,1.42,4.11,0,6.75,4.71,4.24,5.2,7.5,12.28,24.63,42.46,18.19,32.87
Manugraph India,19.55,21.25,0,18.65,27.32,27.32,17.77,9.95,7.82,12.8,11.13,10.2,16.35,13.14,27.3,161.52,806.85,480.56,270.24,90.48,141.28,164.39,141.89,99.91,95.5,100.37,139,168.35,139.3,83.95,24.03,35.68
The Ramco Cement,0,0,0,0,0,0,0,0,0,459.14,470.81,519.4,513.4,416.76,935.54,1187.77,2616.77,3287.21,3994.65,1699.32,2894.08,2421.65,3649.73,5997.6,5114.62,7247.06,9533.78,15938.05,17278.38,17345.52,12118.07,23663.3
Mafatlal Inds.,0,0,0,0,0,0,0,0,0,23.85,12.43,7.25,9.5,0,8.15,11.6,19,25.7,21.7,8.2,130.91,182.17,112.23,98.35,161.67,214.26,376.07,348.03,363.13,150.68,86.61,122.4
